candidate,target,dataset_source,category,clean_caption,partition
B0000ANHQJ,B005LTNN8G,FashionIQ,shirt,is grey and yellow and is more athletic,train
B000IZ5890,B003I6XZTQ,FashionIQ,shirt,the red color tshirt is more revealing and mature and is pink and more pop culture,train
B00D9NTZ5Q,B007U3MO72,FashionIQ,shirt,has shorter sleeves and is darker colored and is lighter,train
B00AN0O4DQ,B009GKY4TI,FashionIQ,shirt,is more logo and casual and has no sleeves,train
B00348P1K4,B0037KRNIW,FashionIQ,shirt,is darker and has shorter sleeves and is looser in fit,train
B0037XYQWA,B000KYFR1S,FashionIQ,shirt,is long sleeves with red and blue stripes and has more vertical striping,train
B0028OM4R8,B00642QU98,FashionIQ,shirt,are similar with different print work and is darker,train
B00AEMS9BQ,B006P0H0DY,FashionIQ,shirt,is plaid with buttons and has a checkered pattern and buttons up,train
B00ARM3YFO,B00CJSBX34,FashionIQ,shirt,has longer sleeves and is checkered and is a plaid button down shirt,train
B007Z5PNH8,B00CB3HI18,FashionIQ,shirt,has a more colorful dragon ballz logo and a black shirt with square large colorful print on front,train
B00A8S6B20,B006TTVLRM,FashionIQ,shirt,is black with a print and it is black and has a white print,train
B000LY1H34,B0014JIGGQ,FashionIQ,shirt,is darker and more solid and are darker and less professional,train
B00BV2Q5GO,B00BV2Q9B0,FashionIQ,shirt,is a lighter color and is white with gray outlines,train
B003T4SBFK,B003RZZM80,FashionIQ,shirt,is white with blue designs and is white,train
B007Z8W4QS,B0077RZJ8W,FashionIQ,shirt,is grey and is a lighter color with blue writing,train
B003R4ZMG8,B008DV4VI0,FashionIQ,shirt,is a tshirt and grey and is grey with sleeves,train
B008LTR8MU,B00AJHL3UA,FashionIQ,shirt,is red and more patterned and is lighter in color with a small plaid pattern,train
B00C6Q6KLO,B005DPEUZI,FashionIQ,shirt,is solid brown and is lighter brown,train
B00ALS5DUI,B00D9M6O9M,FashionIQ,shirt,is gray with no printing and is a solid gray shirt,train
B00AHZX59Q,B00BGVQW68,FashionIQ,shirt,is black with white words and designs and has slightly longer sleeves,train
B007907X4U,B007908AYM,FashionIQ,shirt,is more blacker than white and is darker,train
B000VTMHFG,B000XH8NFE,FashionIQ,shirt,gray colored and no graphic print and is a lighter color with no graphic,train
B000O5EY6W,B0068PPCDG,FashionIQ,shirt,has a brighter logo and is darker,train
B0098GE7OC,B004XY6S96,FashionIQ,shirt,is yellow with black words and is yellow in color,train
B00ABU9CHQ,B007ZTKLPS,FashionIQ,shirt,has a larger graphic and is darker for the decal,train
B008OM4ASO,B001OCM7RC,FashionIQ,shirt,has a button up color and is a lighter color and light gray casual men s shirt,train
B006JGV3EG,B00093E3A6,FashionIQ,shirt,is exactly the same and has an unbuttoned collar,train
B00641RU5C,B00641RU0W,FashionIQ,shirt,is the same and is the same exact shirt,train
B005TY17PE,B000JRBBF2,FashionIQ,shirt,is gray with black writing and is more colourfull,train
B00AWVQXBM,B00794GWWA,FashionIQ,shirt,is lighter and has longer sleeves and is gray and long sleeved,train
B008EA7JO8,B001AD0SQC,FashionIQ,shirt,gray on the top with a gold line across with a black bottom and is more formal,train
B0067EVHQO,B0056ELKPY,FashionIQ,shirt,is dark blue and have text in center and has a cartoon graphic and is more white in colour,train
B005LA5USQ,B0015YUSPM,FashionIQ,shirt,is lighter and has longer sleeves and white man with beard shirt,train
B008L0BJFG,B0031QQJAA,FashionIQ,shirt,is white and has short sleeves and is lighter and has shorter sleeves,train
B00594KSUO,B006ZP7BIS,FashionIQ,shirt,is a white image design shirt and white tee shirt with design,train
B003TFDGX6,B00C2O3YB4,FashionIQ,shirt,is a tank top with a print and is light blue with no sleeves,train
B007RGS8RW,B00BZ9YK8S,FashionIQ,shirt,is black and talks about dads with pretty daughters and is darker,train
B008GS16NS,B009YI54P0,FashionIQ,shirt,is a blue and white striped shirt and has a small logo on the left chest,train
B004NFR8AS,B0096PUXXY,FashionIQ,shirt,is blue and is lighter,train
B001C3X3GW,B00A26CXI4,FashionIQ,shirt,is red and text is in white and has a coke bottle graphic and is more blue,train
B005NT0Z12,B004QY907K,FashionIQ,shirt,a black bowling style shirt with a card game and has a playing card and beverage themed print,train
B00BX86J0S,B0036XOOG4,FashionIQ,shirt,is brown and is solid brown,train
B0042AOWMG,B00A47710Q,FashionIQ,shirt,has a brighter color and longer darker sleeves and has longer sleeves,train
B0013FPI9E,B001AN6E60,FashionIQ,shirt,a collard polo that is purple and is purple and has button,train
B009ZAHUOA,B00915Z9KQ,FashionIQ,shirt,has a stripped design and is more polo style with stripes,train
B008M0F6S6,B0080L7YAU,FashionIQ,shirt,has a stripe in the middle and has thin white stripes and different logo,train
B002ERF9SK,B00E9L3SA0,FashionIQ,shirt,is a short sleeve polo and is black with buttons,train
B0093NP1AE,B00078W19S,FashionIQ,shirt,is more formal with buttons and is maroon and is more shiny,train
B004FKEDOA,B0090E4486,FashionIQ,shirt,has short sleeves and bigger graphic print and is darker with shorter sleeves,train
B0091DXK0O,B00DR0T01U,FashionIQ,shirt,is grey with larger graphics and is grey,train
B008J0KI5K,B009LACZ30,FashionIQ,shirt,the puma logo is colored blue and red and is more colorful with solid color puma,train
B003UEQRKK,B003VUW8U6,FashionIQ,shirt,is bigger plaids and is a different colored plaid with black buttons,train
B00836M7KO,B00288MLU4,FashionIQ,shirt,is an orange button down and orange button down with collar,train
B000BPZ71G,B00A4NH4QG,FashionIQ,shirt,has more colors and it is purple,train
B0060A21FQ,B0060A217Y,FashionIQ,shirt,is the same shirt and is black and has a bold graphic,train
B001UHN1XU,B0036OS8KG,FashionIQ,shirt,has a lighter color and is blue with small patterns,train
B0088WCG5Y,B004QWYQ7G,FashionIQ,shirt,has shorter sleeves and more black and is solid black with chest logo,train
B004LCPDBY,B000I7Q7GG,FashionIQ,shirt,has a cross in the middle and is black in color,train
B006Y5S4US,B009YZTR1U,FashionIQ,shirt,longer sleeves and has a grey logo and longer sleeves,train
B0083WCZUU,B008CG0A7C,FashionIQ,shirt,has haters make me famous wording on it and has paint splotches and red word,train
B00260GYTI,B0091G92X0,FashionIQ,shirt,has more characters and has a peanuts themed graphic,train
B008X8AITE,B006KXTLHO,FashionIQ,shirt,has shorter sleeves and has shorter sleeves,train
B00906QZVI,B00CPNOYMU,FashionIQ,shirt,more creative than the provide product and is whiter,train
B004EGMEFU,B003BKXQM0,FashionIQ,shirt,is dark and has a guitar pattern and is a black tee with guitars,train
B00AQNPABU,B00DH7B2GO,FashionIQ,shirt,has no buttons and collar and has shorter sleeves and a v neck,train
B00CX69N3E,B00A8D2KDE,FashionIQ,shirt,its solid white with looser colar and is white with no patterns,train
B005CDUQO0,B000F5ID7M,FashionIQ,shirt,is official shirt with stripes from top to bottom and is button up,train
B001HSA2QG,B002B8ZEYG,FashionIQ,shirt,has a face with a mustache and has a different graphic,train
B005DIJV2C,B005DIN0XI,FashionIQ,shirt,is slightly bluer and has longer sleeves and light blue,train
B00AJLJ1PA,B00AO1EAY2,FashionIQ,shirt,has stripes and less casual and has a diagnal stripe,train
B001BZ6J1W,B0073672BY,FashionIQ,shirt,is an orange sports tank top with blue hand symbol and has no sleeves,train
B005ENDPUA,B005EMNXDU,FashionIQ,shirt,is lighter and a green and white shirt letters on front,train
B006CYMSHG,B00EIGE3VE,FashionIQ,shirt,is a black short t shirt with dog and mouse print and has animals and no red color,train
B002LKCCG2,B00852JT0M,FashionIQ,shirt,has a brighter colored icon and blue and a dark emblem,train
B0052W8M0G,B00D7ED3J6,FashionIQ,shirt,has short sleeves and is more patterned and has a much more detailed design,train
B002UD5WIU,B008MATR6S,FashionIQ,shirt,is black with pink and white writing and is more black in colour,train
B00BJHEB76,B00CQ2RYHM,FashionIQ,shirt,white version with similar logo and is white and more baggy,train
B00916WT94,B000VTFVGI,FashionIQ,shirt,white with beaver graphic and is white,train
B00B2IRBJ2,B00B2I676A,FashionIQ,shirt,a green tee shirt with a print and is green with a design across the chest,train
B00DGXNIA2,B0082DGAGA,FashionIQ,shirt,is black with white words and black shirt with different graphics,train
B007HB6HYI,B00A1B9QDA,FashionIQ,shirt,the shirt is yellow in color with black writing and a man in a bear suite and is a yellow tee shirt,train
B00DRH63Z4,B00EF40QR4,FashionIQ,shirt,is lighter and is lighter in color,train
B004KM4PE6,B003VAFJ3Y,FashionIQ,shirt,has short sleeves and more shiny and is black with red trim,train
B0097ZRZHA,B007PPY644,FashionIQ,shirt,black lucky brand short sleeve tee and is more dark,train
B006C9D2VC,B0050SPM8W,FashionIQ,shirt,has a more colorful and larger graphic and it is more colorful,train
B00AWJ3WLI,B005BZ3GLE,FashionIQ,shirt,is a short sleeved tee with a store logo and is a black t shirt,train
B0093I34LW,B0050368Y4,FashionIQ,shirt,is more brown and casual and has longer sleeves and is more work attire,train
B0064PP7W6,B00655SAJM,FashionIQ,shirt,is grey colored and is grey with red text,train
B007WTYRFQ,B004KPIUYE,FashionIQ,shirt,has a school bus on it and a cream color shirt with print on the front,train
B00BTGX376,B00AFH17J6,FashionIQ,shirt,is bright pink color with a brand and has a pink background,train
B007YPZLXU,B004XJNNGW,FashionIQ,shirt,has darker buttons and is more formal and has black buttons,train
B00CC5EQXS,B007EUXDP8,FashionIQ,shirt,is exactly the same but a lot darker in color and is black with a higher neck,train
B001LNRJZO,B006HSDSUS,FashionIQ,shirt,is a blue polo shirt and tan color,train
B007CE1MZO,B000W15XMM,FashionIQ,shirt,is gray with white words and has more words on it,train
B00BEMIWKS,B002PDRM8S,FashionIQ,shirt,is simpler and more colorful and is brighter in color,train
B000BP8ULK,B0046IB3JY,FashionIQ,shirt,no sleeves and is much lighter in colour and is orange and a hoody,train
B003BFRTZA,B003D0C994,FashionIQ,shirt,is green colored with a centered logo and is green and more humorous,train
B00C8XNVGM,B0096D9DO6,FashionIQ,shirt,is black striped and more horizontal stripes,train
B00428LLEA,B00DY1DP7M,FashionIQ,shirt,is black colored and a buttoned shirt and is darker,train
B005TBAZEG,B006C9A8VE,FashionIQ,shirt,is black and minimalistic and desired item is black and and references darwinism,train
B004J33SL2,B003HKQS8S,FashionIQ,shirt,is green in color and is lighter,train
B00AEJPJ1M,B00DEYM74Q,FashionIQ,shirt,is white with a different logo and has a lighter color,train
B003VBCMII,B0078VA144,FashionIQ,shirt,is brown with orange designs and desired item is brown with two eagles,train
B009DR8KT4,B009LIZDMC,FashionIQ,shirt,is yellow and is yellow with longer sleeves,train
B007GC0LHC,B007EX1ID4,FashionIQ,shirt,is brown and is short sleeved and tan dark red,train
B0048KTEPU,B003XEFOTW,FashionIQ,shirt,does not have buttons and is brown and buttonless,train
B00AVCCNRK,B00927B9GG,FashionIQ,shirt,has a green logo and is white with green text,train
B004EBU812,B00AO80U2Q,FashionIQ,shirt,is red in color and is much darker in color,train
B0060A21FQ,B0088OFQB8,FashionIQ,shirt,is more colorful and fun and is more neon and less graphic,train
B0079086WS,B00935MRTA,FashionIQ,shirt,is darker and has longer sleeves and is a grey color with longer sleeves,train
B005OK4WZA,B004JGED6I,FashionIQ,shirt,is more faded and darker and is more faded,train
B00EE16KAK,B00FFRJCUW,FashionIQ,shirt,is more simple and black and is darker in color,train
B00CZ6NCY8,B00C4109GI,FashionIQ,shirt,is less casual and less wordy and is light blue with buttons,train
B0006M1TT8,B00CYS592U,FashionIQ,shirt,has shorter sleeves and is a lighter color and has short sleeves and has pocket,train
B0039VK6D8,B002Y37ETG,FashionIQ,shirt,has a short sleeve game company logo and is less printed and less dark,train
B00B5FL260,B00B5FQ04Y,FashionIQ,shirt,has shorter sleeves with prints and has a much busier looking pattern,train
B00BEEF7SG,B009LJ0434,FashionIQ,shirt,is orange with a centered image and has more orange,train
B00FE9URKK,B009ERH2W4,FashionIQ,shirt,is a darker solid color with collar and is collared and colorful,train
B00A4NGTUI,B00D0URHF8,FashionIQ,shirt,is darker colored with text and is soft black with white graphic design,train
B002KG8LMG,B002KG6OYI,FashionIQ,shirt,is identical and looks like a perfect match,train
B0066AA4CW,B0085PJG7K,FashionIQ,shirt,has a 3d soul train logo in red and has words and not other image,train
B00BPI91MO,B00BPJ5C44,FashionIQ,shirt,is grey with two animated character and is lighter in color,train
B005IGGGKY,B00B81G6SA,FashionIQ,shirt,black with different band graphic and desired item is dark grey with red and yellow text,train
B009XDKXQQ,B00CJRUVPQ,FashionIQ,shirt,has brighter color and a different checkered print and has orange trim and shorter sleeves,train
B0096A1ML6,B00B2E5ZJY,FashionIQ,shirt,is red with white and black logo and has red background,train
B008I2DT78,B0089KDVXG,FashionIQ,shirt,is brown in color and is lighter,train
B002DVVYSQ,B0038JGRNO,FashionIQ,shirt,is darker and much less wordy and is darker and graphic,train
B001UR4P08,B004GGUA18,FashionIQ,shirt,is the same and is the same,train
B0084NYQ6O,B0084NZ4AQ,FashionIQ,shirt,is white with no pattern and is more formal,train
B00AE1GTRS,B005GFK1VW,FashionIQ,shirt,is similar and is darker,train
B004OYV8U4,B00714Q82W,FashionIQ,shirt,is light blue with a different logo and is lighter,train
B008NB1UQG,B00CIV8H90,FashionIQ,shirt,is more blue and logo and has a cartoon graphic and is more blue,train
B00BYHIIBQ,B001ANYPEI,FashionIQ,shirt,is black with a bat signal and is darer,train
B007XHNJV0,B004FL1EN2,FashionIQ,shirt,is green with yellow designs and is dark green color with yellow graphic design,train
B002ONVPVO,B00812MO1C,FashionIQ,shirt,short length and too bright and is lighter in color,train
B00B5W7N4S,B003SYR6LG,FashionIQ,shirt,is a green t shirt and has more writing on graphic with longer sleeves,train
B001AMT33W,B000W1M0IM,FashionIQ,shirt,is black and is darker in color,train
B00D7JNO4A,B00D8GLXHW,FashionIQ,shirt,is greener and has a whiter graphic and is green with top gear logo,train
B00093G5U2,B002EPNOC0,FashionIQ,shirt,is white and is lighter,train
B004C4YOC0,B0063AZLSC,FashionIQ,shirt,is more logo and has a darker logo,train
B003UT6REG,B003UT6RF0,FashionIQ,shirt,is the same and is the same,train
B00C477TQ0,B005HEVJ72,FashionIQ,shirt,is green and is checkered with collar,train
B006RDQQXY,B004HO6K22,FashionIQ,shirt,is more pale in color and lighter colored,train
B000MS9KPG,B003J8KZ6Y,FashionIQ,shirt,is larger and red and has a red flower pattern,train
B00A4LCZXA,B007S59AV0,FashionIQ,shirt,black tee shirt with a band picture on it and has a different and bigger design on it,train
B0010K7T6C,B003UO29X4,FashionIQ,shirt,is brown and is brown,train
B008S6GGUQ,B003SNJ2XM,FashionIQ,shirt,is white in color and is lighter,train
B008CQB6NY,B0071N18JQ,FashionIQ,shirt,is grey with spiderman on it and is gray with colorful graphics,train
B00501ATAA,B001WAL2WW,FashionIQ,shirt,is yellow with black designs and is white with red and black text,train
B007TBZZ62,B006421SJA,FashionIQ,shirt,is a red canadian tee shirt with white maple leaf and is lighter,train
B005N3SM40,B00A3RZZ50,FashionIQ,shirt,has shorter sleeves and is lighter and is lighter in color and less religious,train
B006OIVQC8,B003BQNUNY,FashionIQ,shirt,is more nationalistic and colorful and is shiny black and has a bit logo,train
B000YYFD2C,B0083SW09K,FashionIQ,shirt,is more feminine and is a grey female checked shirt,train
B007IQX32G,B00ET9V2O6,FashionIQ,shirt,has the same color but a different print and is darker coloured,train
B007CN7Y4S,B007481D9S,FashionIQ,shirt,is a green tee shirt with an arrow and is lighter,train
B008P7BXCY,B00EVQIAII,FashionIQ,shirt,is black with a wolf on it and has no buttons,train
B00DGM0LYO,B009LHEC52,FashionIQ,shirt,is black with short sleeves and is shorter in sleeves,train
B005FNOAPI,B00B86RTS6,FashionIQ,shirt,is a short sleeved gray shirt with art and is grey and baggier,train
